rowkey,time,id,is_risk
30345,26:39.0,112241,0
30351,27:31.0,128719,0
30368,32:17.0,137526,0
30376,33:37.0,90656,0
30381,34:42.0,132033,0
30387,35:27.0,152130,0
30391,36:14.0,28831,0
30396,37:02.0,72630,0
30403,39:11.0,19196,0
30418,41:36.0,131113,0
30434,44:09.0,19196,0
30437,44:21.0,121175,0
30438,44:41.0,28831,0
30442,46:50.0,141732,0
30451,48:35.0,164556,0
30468,51:14.0,156242,0
30480,52:47.0,54116,0
30495,55:03.0,143323,0
30499,56:04.0,165021,0
30526,02:07.0,171266,0
30527,02:10.0,139599,0
30549,07:34.0,159743,0
30555,08:21.0,131911,0
30556,08:26.0,19628,0
30559,09:13.0,106013,0
30590,13:39.0,131911,0
30595,14:16.0,127597,0
30616,19:22.0,144913,0
30619,20:10.0,119055,0
30621,20:36.0,119055,0
30626,21:32.0,144180,0
30647,25:05.0,14558,0
30654,26:28.0,21218,0
30665,27:53.0,52147,0
30666,28:18.0,98002,0
30672,28:58.0,133041,0
30674,29:00.0,77482,0
30680,30:10.0,133041,0
30684,30:40.0,97686,0
30703,34:11.0,9445,0
30717,36:06.0,131911,0
30722,36:39.0,81404,0
30726,37:50.0,94703,0
30729,38:28.0,8129,0
30730,38:55.0,171266,0
30731,38:55.0,46260,0
30734,39:08.0,139912,0
30751,41:29.0,165195,0
30756,41:45.0,40562,0
30759,42:12.0,98504,0
30771,44:29.0,133041,0
30775,45:05.0,139912,0
30780,45:28.0,139912,0
30782,45:33.0,97996,0
30783,45:40.0,139912,0
30786,45:52.0,139912,0
30793,46:57.0,127136,0
30810,49:10.0,139912,0
30811,49:18.0,139912,0
30812,49:39.0,168244,0
30850,56:40.0,40308,0
30875,59:55.0,128787,0
30885,01:17.0,114618,0
30888,01:54.0,142502,0
30905,04:19.0,133041,0
30922,07:50.0,52147,0
30936,10:44.0,40611,0
30948,12:13.0,146302,0
30951,12:22.0,9445,0
30963,14:52.0,22910,0
30964,15:02.0,58648,0
30987,18:48.0,73788,0
30993,19:39.0,70956,0
30994,19:55.0,14853,0
30995,20:04.0,16025,0
30996,20:57.0,58760,0
31001,22:06.0,145197,0
31004,22:32.0,77018,0
31009,23:28.0,131911,0
31019,25:03.0,16025,0
31020,25:41.0,131911,0
31031,27:10.0,145197,0
31034,27:40.0,166594,0
31039,28:54.0,127441,0
31042,29:26.0,133041,0
31052,30:24.0,133041,0
31054,31:04.0,133041,0
31055,31:29.0,138526,0
31057,31:52.0,133041,0
31061,32:30.0,1983,0
31071,33:25.0,133041,0
31080,34:48.0,3523,0
31084,35:24.0,122083,0
31100,38:30.0,131911,0
31115,43:01.0,131911,0
31132,45:11.0,65327,0
31143,47:04.0,66429,0
31145,47:29.0,174564,0
31146,48:01.0,140920,0
31153,49:21.0,133041,0
31160,50:11.0,66429,0
31179,53:39.0,133041,0
31193,55:48.0,48012,0
31195,56:36.0,164014,0
31197,57:03.0,39378,0
31199,57:09.0,76077,0
31201,57:13.0,76077,0
31217,59:51.0,133041,0
31249,05:04.0,130202,0
31253,05:21.0,16025,0
31268,07:57.0,140111,0
31274,09:24.0,131911,0
31286,13:41.0,11797,0
31287,14:16.0,17023,0
31303,18:19.0,164014,0
31335,26:19.0,147308,0
31374,36:42.0,151051,0
31382,39:07.0,152408,0
31416,47:35.0,99204,0
31423,49:39.0,86692,0
31444,54:55.0,86692,0
31445,55:19.0,131911,0
31464,59:08.0,86348,0
31470,02:21.0,131911,0
31476,04:36.0,97171,0
31503,18:01.0,134138,0
31508,20:13.0,168064,0
31515,23:08.0,22944,0
31516,24:13.0,84549,0
31551,39:38.0,59578,0
31557,43:51.0,112853,0
31559,44:25.0,131911,0
31579,57:42.0,110363,0
31580,57:44.0,98980,0
31587,02:36.0,110363,0
31597,07:11.0,147174,0
31601,09:04.0,147174,0
31606,13:05.0,134720,0
31612,20:11.0,142098,0
31615,24:01.0,165903,0
31625,29:27.0,78371,0
31629,32:49.0,165903,0
31635,36:36.0,165903,0
31636,37:09.0,16045,0
31649,55:44.0,75162,0
31651,56:43.0,21173,0
31665,14:17.0,119787,0
31679,46:35.0,102919,0
31688,18:29.0,139034,0
31692,23:30.0,139422,0
31697,39:14.0,16678,0
31710,39:08.0,60936,0
31711,42:06.0,136902,0
31770,38:38.0,83495,0
31773,43:10.0,144927,0
31774,43:16.0,144927,0
31791,52:30.0,14594,0
31805,02:00.0,141953,0
31816,09:28.0,34524,0
31819,10:55.0,12067,0
31826,14:54.0,161074,0
31831,16:17.0,64641,0
31836,17:40.0,139244,0
31843,20:50.0,128071,0
31848,22:54.0,167136,0
31855,25:34.0,42170,0
31872,32:39.0,135767,0
31876,33:48.0,36159,0
31890,37:46.0,69915,0
31944,04:09.0,44380,0
31951,06:50.0,38207,0
31961,10:58.0,105940,0
31962,11:54.0,85435,0
31968,16:31.0,71293,0
31972,17:15.0,50685,0
31973,17:20.0,134282,0
31998,22:50.0,116786,0
32008,25:55.0,79218,0
32025,30:49.0,107734,0
32028,31:30.0,140699,0
32032,32:22.0,119033,0
32036,33:38.0,72339,0
32043,35:42.0,12304,0
32044,35:53.0,6248,0
32052,39:12.0,120848,0
32056,41:34.0,143489,0
32058,42:17.0,163478,0
32065,44:18.0,20582,0
32071,46:23.0,152510,0
32075,46:55.0,37118,0
32076,46:57.0,37118,0
32083,49:18.0,153726,0
32086,50:33.0,89744,0
32099,52:56.0,30249,0
32124,59:10.0,133188,0
32178,12:45.0,19867,0
32181,13:17.0,76850,0
32182,13:30.0,64042,0
32183,13:44.0,6142,0
32189,14:16.0,79218,0
32214,17:57.0,57152,0
32215,18:03.0,144694,0
32216,18:33.0,123143,0
32217,18:35.0,42459,0
32224,19:40.0,147174,0
32239,23:27.0,148334,0
32261,28:01.0,136380,0
32274,30:39.0,135767,0
32275,30:56.0,135009,0
32276,30:57.0,135009,0
32297,33:36.0,174675,0
32299,34:02.0,90793,0
32302,34:35.0,113909,0
32310,35:19.0,59814,0
32330,39:34.0,174675,0
32376,49:25.0,138830,0
32385,51:56.0,85773,0
32387,52:27.0,84247,0
32390,53:03.0,56502,0
32399,54:21.0,50454,0
32428,00:14.0,48167,0
32437,00:44.0,48167,0
32447,01:18.0,70956,0
32448,01:18.0,9507,0
32454,01:48.0,42673,0
32458,02:28.0,57705,0
32462,02:52.0,77796,0
32468,03:13.0,98187,0
32503,07:25.0,100154,0
32520,09:28.0,4638,0
32529,10:15.0,19357,0
32581,16:21.0,116688,0
32594,17:20.0,77347,0
32597,17:35.0,148087,0
32607,18:38.0,170027,0
32616,19:46.0,36979,0
32630,20:48.0,148087,0
32656,23:35.0,4638,0
32667,25:15.0,36029,0
32673,25:53.0,96088,0
32675,25:58.0,98684,0
32705,29:38.0,982,0
32735,32:54.0,49567,0
32740,33:06.0,101403,0
32744,33:19.0,49567,0
32747,33:39.0,158122,0
32751,34:06.0,92769,0
32755,34:42.0,29062,0
32762,35:35.0,128475,0
32763,35:38.0,147992,0
32764,35:46.0,100093,0
32782,38:53.0,169668,0
32787,39:34.0,22247,0
32791,41:04.0,169668,0
32793,41:34.0,137140,0
32794,41:40.0,80179,0
32813,43:00.0,82781,0
32818,43:20.0,56022,0
32823,43:55.0,156720,0
32832,44:33.0,30043,0
32846,46:51.0,87953,0
32851,47:28.0,63378,0
32867,50:11.0,90793,0
32869,50:13.0,24350,0
32873,51:08.0,77027,0
32878,51:43.0,63378,0
32881,52:23.0,88354,0
32884,52:51.0,23699,0
32893,54:20.0,50542,0
32898,54:42.0,146154,0
32901,55:17.0,105213,0
32903,55:29.0,60097,0
32905,55:41.0,168336,0
32908,56:01.0,82799,0
32909,56:06.0,64918,0
32914,56:34.0,32892,0
32923,57:46.0,17324,0
32941,01:01.0,80105,0
32944,01:30.0,79699,0
32950,01:59.0,43495,0
32958,03:03.0,110796,0
32967,04:38.0,60007,0
32994,08:28.0,77904,0
33000,09:32.0,120003,0
33014,10:56.0,98566,0
33028,14:25.0,112434,0
33034,15:05.0,68438,0
33035,15:08.0,125712,0
33037,15:35.0,117331,0
33045,17:00.0,150226,0
33046,17:01.0,150226,0
33051,18:03.0,23865,0
33060,19:19.0,79298,0
33065,19:48.0,129729,0
33074,21:17.0,39754,0
33080,21:59.0,55499,0
33082,22:09.0,76345,0
33098,25:12.0,86503,0
33136,33:47.0,143164,0
33150,35:43.0,64271,0
33159,36:26.0,91732,0
33168,38:29.0,143099,0
33188,41:34.0,159709,0
33198,42:57.0,175271,0
33210,45:05.0,60007,0
33215,45:32.0,104221,0
33230,47:39.0,135767,0
33231,47:39.0,76614,0
33234,47:53.0,150659,0
33243,48:45.0,84401,0
33244,48:47.0,84401,0
33257,50:46.0,155538,0
33260,51:20.0,167127,0
33272,52:35.0,19272,0
33273,52:41.0,42571,0
33341,04:38.0,99769,0
33347,05:25.0,52042,0
33348,05:30.0,99769,0
33356,06:34.0,166424,0
33365,07:33.0,159709,0
33374,09:03.0,78581,0
33380,09:59.0,47275,0
33381,10:03.0,88278,0
33393,13:01.0,47275,0
33396,14:27.0,101256,0
33414,18:02.0,142150,0
33415,18:10.0,115867,0
33418,19:10.0,97075,0
33434,22:15.0,141674,0
33437,23:03.0,99769,0
33445,25:10.0,24801,0
33458,28:48.0,53725,0
33477,33:58.0,79101,0
33481,35:36.0,37160,0
33483,36:28.0,129277,0
33493,38:58.0,53725,0
33495,39:11.0,13133,0
33501,40:43.0,134720,0
33508,42:13.0,30553,0
33516,43:17.0,74890,0
33553,49:04.0,59160,0
33571,52:10.0,54211,0
33578,53:14.0,82023,0
33615,00:33.0,10023,0
33623,01:15.0,71311,0
33649,08:08.0,78245,0
33653,10:57.0,21218,0
33657,11:49.0,99769,0
33664,13:19.0,2648,0
33666,13:45.0,32731,0
33667,14:07.0,39332,0
33670,14:47.0,66315,0
33679,16:47.0,145578,0
33690,18:57.0,48167,0
33692,19:42.0,95319,0
33735,28:56.0,11345,0
33740,29:19.0,160530,0
33742,30:00.0,79170,0
33772,34:53.0,17986,0
33782,37:58.0,61152,0
33810,43:49.0,159261,0
33811,43:50.0,16248,0
33820,45:21.0,137277,0
33824,46:15.0,30553,0
33834,48:10.0,166503,0
33844,50:27.0,6142,0
33880,58:52.0,45462,0
33888,00:31.0,134138,0
33903,03:36.0,56043,0
33904,03:38.0,95258,0
33910,05:07.0,38207,0
33913,06:02.0,100843,0
33936,11:45.0,37209,0
33939,12:49.0,35035,0
33949,15:30.0,99769,0
33954,16:23.0,99769,0
33960,17:10.0,99769,0
33964,18:03.0,27918,0
33965,18:09.0,15705,0
33968,18:31.0,37209,0
33969,18:35.0,99769,0
33971,18:53.0,92169,0
33976,19:33.0,8865,0
33982,20:37.0,31172,0
33983,20:48.0,142280,0
33998,23:15.0,70975,0
34003,23:54.0,83740,0
34025,27:57.0,82499,0
34029,28:35.0,168597,0
34034,29:39.0,70975,0
34045,32:09.0,112627,0
34050,33:37.0,70975,0
34055,34:40.0,70975,0
34057,34:43.0,61042,0
34065,35:40.0,93199,0
34075,36:55.0,111502,0
34083,39:11.0,134196,0
34086,39:45.0,137964,0
34090,40:35.0,70975,0
34092,41:18.0,167837,0
34099,42:12.0,35322,0
34105,43:13.0,43804,0
34106,43:29.0,67301,0
34110,43:54.0,54793,0
34121,46:15.0,153320,0
34154,50:44.0,79406,0
34158,53:14.0,106902,0
34169,54:59.0,10660,0
34202,02:32.0,168092,0
34212,03:52.0,91936,0
34215,04:30.0,12921,0
34230,08:07.0,18800,0
34237,09:19.0,18800,0
34265,14:36.0,30691,0
34312,20:57.0,174081,0
34346,26:38.0,31188,0
34350,27:25.0,123066,0
34355,27:55.0,169041,0
34367,29:42.0,54936,0
34368,29:44.0,52847,0
34369,29:47.0,51216,0
34372,30:05.0,57152,0
34393,34:32.0,52888,0
34394,34:35.0,18800,0
34409,38:18.0,107792,0
34432,40:53.0,93965,0
34438,42:14.0,3207,0
34453,45:06.0,83320,0
34480,48:45.0,77312,0
34485,49:20.0,77312,0
34490,49:53.0,114398,0
34491,49:54.0,77312,0
34492,49:57.0,35322,0
34496,50:37.0,84111,0
34528,55:24.0,107734,0
34542,57:57.0,139422,0
34565,02:31.0,124815,0
34574,03:40.0,125128,0
34577,04:18.0,85562,0
34587,05:31.0,170189,0
34613,08:49.0,113822,0
34617,09:13.0,77312,0
34637,12:31.0,28165,0
34642,13:06.0,69781,0
34651,14:33.0,110,0
34670,17:36.0,55459,0
34684,20:28.0,149489,0
34686,20:43.0,43102,0
34693,21:37.0,110964,0
34716,27:31.0,72901,0
34724,29:34.0,110,0
34728,30:18.0,70653,0
34737,31:48.0,142280,0
34750,33:17.0,70653,0
34754,33:46.0,94445,0
34755,33:46.0,70653,0
34779,37:27.0,7591,0
34794,39:15.0,11834,0
34807,40:55.0,142280,0
34809,41:16.0,117878,0
34815,41:59.0,162104,0
34821,43:13.0,98451,0
34822,43:14.0,98451,0
34827,44:28.0,69348,0
34832,45:55.0,110,0
34847,47:57.0,32022,0
34851,49:15.0,142150,0
34854,50:36.0,58402,0
34860,51:15.0,118608,0
34888,55:52.0,86501,0
34889,55:59.0,98451,0
34909,59:13.0,79298,0
34924,03:31.0,96407,0
34931,04:22.0,37279,0
34932,04:22.0,8940,0
34937,05:11.0,159261,0
34944,06:06.0,125337,0
34946,06:57.0,13133,0
34978,10:46.0,159261,0
35017,17:52.0,16020,0
35026,20:00.0,160053,0
35034,21:26.0,157590,0
35038,22:39.0,37118,0
35041,24:29.0,124833,0
35068,28:15.0,137719,0
35075,29:02.0,75332,0
35077,29:11.0,52373,0
35084,30:04.0,61317,0
35087,30:42.0,95717,0
35089,31:04.0,77173,0
35106,34:37.0,54936,0
35123,38:26.0,120096,0
35140,42:45.0,4088,0
35145,43:40.0,70653,0
35195,55:38.0,71465,0
35201,56:31.0,120096,0
35225,03:45.0,98451,0
35238,07:37.0,4856,0
35248,09:43.0,32115,0
35306,28:30.0,116922,0
35320,32:44.0,158317,0
35324,33:45.0,19390,0
35336,36:24.0,85330,0
35337,36:33.0,23517,0
35361,43:20.0,79868,0
35365,45:13.0,92416,0
35367,45:32.0,83419,0
35374,45:57.0,144012,0
35388,49:44.0,145803,0
35408,57:17.0,107424,0
35412,59:56.0,79143,0
35425,04:33.0,106013,0
35429,05:17.0,168116,0
35441,07:42.0,24074,0
35456,11:57.0,166559,0
35459,12:26.0,68019,0
35472,16:10.0,77205,0
35473,16:18.0,97171,0
35488,21:34.0,162965,0
35491,22:05.0,50894,0
35502,24:42.0,76893,0
35520,28:19.0,134652,0
35524,30:05.0,73124,0
35533,33:43.0,49716,0
35569,42:09.0,16929,0
35575,43:52.0,16929,0
35581,46:10.0,5317,0
35604,52:56.0,2833,0
35606,53:14.0,52336,0
35614,54:35.0,141953,0
35627,58:42.0,22563,0
35630,58:53.0,109868,0
35631,59:09.0,14558,0
35634,00:00.0,135767,0
35643,02:17.0,19624,0
35660,06:00.0,139912,0
35669,07:13.0,58515,0
35673,08:17.0,14558,0
35674,08:44.0,128839,0
35679,09:40.0,70194,0
35688,11:04.0,61907,0
35689,11:07.0,82642,0
35691,11:37.0,136028,0
35708,14:44.0,29869,0
35711,15:13.0,5317,0
35732,19:59.0,23340,0
35741,22:18.0,39332,0
35765,26:53.0,64042,0
35766,27:14.0,156796,0
35775,29:41.0,142261,0
35804,37:27.0,125607,0
35812,41:21.0,16368,0
35823,44:11.0,23282,0
35836,47:09.0,54211,0
35837,47:14.0,129277,0
35847,50:15.0,61087,0
35855,51:54.0,4638,0
35866,54:51.0,139213,0
35868,55:08.0,40623,0
35879,56:56.0,73788,0
35885,57:36.0,75162,0
35887,57:42.0,54211,0
35905,01:03.0,101998,0
35912,02:17.0,172285,0
35932,06:46.0,68773,0
35938,08:20.0,84751,0
35940,08:58.0,116846,0
35949,10:17.0,56501,0
35952,11:14.0,117863,0
35953,11:16.0,117863,0
35954,11:23.0,116846,0
35983,16:12.0,54371,0
35986,16:48.0,105464,0
35988,16:57.0,149052,0
35989,17:07.0,169991,0
36028,24:17.0,172285,0
36030,24:38.0,138626,0
36053,29:00.0,70554,0
36088,34:45.0,40207,0
36095,36:46.0,115871,0
36097,37:25.0,169284,0
36117,42:50.0,54163,0
36137,46:56.0,35464,0
36139,47:03.0,88899,0
36167,51:43.0,161925,0
36177,53:05.0,75162,0
36181,53:56.0,150323,0
36185,54:42.0,61456,0
36201,56:46.0,4475,0
36206,57:36.0,30896,0
36234,01:23.0,16020,0
36237,01:46.0,152893,0
36245,04:05.0,133450,0
36247,04:17.0,131388,0
36249,04:24.0,122998,0
36252,04:31.0,92462,0
36253,04:46.0,63046,0
36263,06:03.0,155650,0
36269,06:58.0,74756,0
36288,09:28.0,142376,0
36301,12:05.0,27282,0
36307,13:05.0,1086,0
36316,14:11.0,4475,0
36319,14:33.0,159747,0
36326,15:25.0,145206,0
36329,15:48.0,146929,0
36342,18:22.0,48554,0
36361,21:40.0,8544,0
36367,22:48.0,171535,0
36380,25:52.0,128381,0
36401,29:14.0,87085,0
36417,31:39.0,37367,0
36431,33:18.0,16020,0
36455,37:26.0,131646,0
36456,37:27.0,131646,0
36457,37:27.0,122216,0
36470,38:33.0,159806,0
36492,41:09.0,37160,0
36498,43:45.0,58515,0
36499,43:46.0,117331,0
36507,45:03.0,62503,0
36520,47:46.0,812,0
36523,48:13.0,75018,0
36534,49:58.0,82799,0
36557,53:22.0,70236,0
36564,54:27.0,75018,0
36565,54:36.0,70236,0
36567,55:48.0,100853,0
36580,57:47.0,13275,0
36596,00:40.0,162439,0
36623,05:49.0,42989,0
36639,08:30.0,12115,0
36650,10:51.0,5458,0
36698,22:01.0,115899,0
36723,26:52.0,120656,0
36734,28:11.0,43730,0
36740,29:28.0,105592,0
36744,29:49.0,80133,0
36757,32:26.0,109401,0
36776,37:40.0,168116,0
36780,38:32.0,166120,0
36787,40:30.0,166120,0
36807,45:24.0,38481,0
36827,48:51.0,159018,0
36829,49:11.0,120059,0
36832,49:55.0,20313,0
36846,53:20.0,120059,0
36848,53:33.0,168116,0
36849,53:36.0,54925,0
36856,55:49.0,120059,0
36859,57:17.0,75447,0
36924,18:34.0,136240,0
36931,23:15.0,74163,0
36955,34:01.0,72397,0
36957,34:39.0,168064,0
36964,35:54.0,173517,0
36972,40:56.0,97332,0
36989,56:38.0,166968,0
36994,58:35.0,28055,0
37038,32:00.0,142932,0
37071,16:18.0,120435,0
37089,57:10.0,94814,0
37090,57:58.0,94814,0
37091,58:42.0,94814,0
37131,01:46.0,154973,0
37140,17:48.0,145394,0
37141,20:41.0,82212,0
37157,39:21.0,162567,0
37191,56:31.0,78659,0
37217,16:06.0,81254,0
37218,16:29.0,56027,0
37220,18:27.0,76228,0
37228,24:38.0,32889,0
37232,25:49.0,102058,0
37245,35:45.0,132033,0
37248,37:01.0,87883,0
37284,58:50.0,93424,0
37291,00:24.0,79815,0
37297,02:26.0,93424,0
37298,03:23.0,93424,0
37300,04:03.0,93424,0
37307,06:25.0,173224,0
37319,12:08.0,49404,0
37325,13:48.0,171132,0
37333,14:59.0,171132,0
37337,17:03.0,171132,0
37338,19:08.0,171132,0
37346,21:42.0,171132,0
37350,22:32.0,123279,0
37356,23:32.0,58515,0
37360,24:13.0,26714,0
37363,25:04.0,171132,0
37369,26:01.0,58515,0
37372,27:11.0,6547,0
37383,32:02.0,130173,0
37385,33:07.0,110274,0
37391,34:39.0,16722,0
37397,38:51.0,64288,0
37403,40:37.0,73020,0
37407,42:00.0,81114,0
37410,43:02.0,165566,0
37418,45:05.0,63226,0
37420,46:00.0,63226,0
37422,46:05.0,63226,0
37429,47:53.0,53540,0
37443,52:56.0,160938,0
37444,53:34.0,44337,0
37445,53:49.0,7812,0
37454,55:43.0,76228,0
37456,56:10.0,147490,0
37459,57:01.0,167446,0
37461,57:56.0,167446,0
37470,00:50.0,95913,0
37484,04:18.0,82499,0
37488,05:42.0,146413,0
37492,07:05.0,133377,0
37500,08:44.0,134809,0
37501,09:14.0,150922,0
37526,13:39.0,171522,0
37549,19:53.0,133188,0
37558,22:36.0,48188,0
37572,25:16.0,57828,0
37587,28:03.0,99162,0
37590,28:50.0,57828,0
37593,29:25.0,169005,0
37594,29:32.0,47182,0
37595,29:38.0,45611,0
37597,29:43.0,169005,0
37601,30:48.0,162137,0
37604,31:52.0,169005,0
37605,32:42.0,159344,0
37611,34:10.0,35464,0
37613,34:19.0,47182,0
37616,34:31.0,6661,0
37639,39:15.0,123090,0
37644,40:19.0,95320,0
37648,41:35.0,120508,0
37663,44:19.0,170815,0
37693,50:45.0,25691,0
37697,51:17.0,37010,0
37719,54:35.0,99162,0
37739,00:05.0,10818,0
37742,00:13.0,112171,0
37758,01:44.0,159709,0
37785,04:54.0,17023,0
37787,05:08.0,32753,0
37791,05:21.0,96063,0
37796,06:18.0,15073,0
37800,06:38.0,97686,0
37802,06:49.0,152936,0
37805,07:37.0,47182,0
37807,07:44.0,131643,0
37813,08:20.0,47182,0
37817,09:09.0,47182,0
37818,09:18.0,136159,0
37820,09:31.0,15073,0
37838,12:44.0,132600,0
37846,13:30.0,47182,0
37847,13:31.0,37010,0
37848,13:46.0,103567,0
37852,14:02.0,47182,0
37854,14:06.0,132116,0
37863,15:33.0,47182,0
37876,17:07.0,99162,0
37900,22:32.0,64641,0
37901,22:33.0,101655,0
37902,22:35.0,9507,0
37910,23:18.0,113052,0
37915,23:36.0,136736,0
37925,24:50.0,9082,0
37939,27:43.0,145966,0
37957,30:04.0,130990,0
37959,30:31.0,129359,0
37968,31:51.0,129359,0
37977,33:36.0,10398,0
37983,34:35.0,125045,0
37988,35:30.0,84599,0
37989,35:33.0,62127,0
37993,36:56.0,131429,0
37997,37:39.0,58828,0
38000,37:58.0,19542,0
38009,39:19.0,18577,0
38014,40:30.0,4088,0
38036,43:29.0,65925,0
38040,43:38.0,71807,0
38048,44:32.0,111182,0
38066,47:16.0,67268,0
38067,47:20.0,124174,0
38075,49:01.0,74148,0
38078,49:08.0,67268,0
38108,53:15.0,10969,0
38112,53:27.0,174081,0
38118,55:32.0,113052,0
38119,55:35.0,49404,0
38120,55:40.0,105213,0
38145,00:00.0,10398,0
38162,03:27.0,26919,0
38175,05:26.0,79216,0
38179,05:53.0,42673,0
38192,07:38.0,41293,0
38201,09:38.0,158884,0
38208,11:12.0,136926,0
38215,12:10.0,161720,0
38223,13:13.0,155046,0
38256,18:41.0,125966,0
38263,20:48.0,98304,0
38273,23:48.0,11748,0
38290,27:17.0,137588,0
38293,27:20.0,155787,0
38294,27:27.0,50264,0
38326,34:18.0,175704,0
38329,34:36.0,135490,0
38331,35:05.0,66779,0
38346,37:47.0,25661,0
38384,48:33.0,36958,0
38391,49:50.0,105766,0
38392,49:52.0,142150,0
38401,51:21.0,41293,0
38402,51:51.0,131280,0
38417,55:43.0,162953,0
38451,03:55.0,104842,0
38462,05:40.0,78415,0
38526,21:32.0,15602,0
38527,21:40.0,135767,0
38529,21:50.0,17324,0
38533,23:06.0,85987,0
38541,26:43.0,134720,0
38551,29:11.0,172902,0
38560,32:33.0,82650,0
38577,39:47.0,18586,0
38594,43:02.0,164378,0
38605,46:34.0,18586,0
38635,52:51.0,130993,0
38643,55:00.0,103626,0
38646,56:36.0,76216,0
38647,56:49.0,137943,0
38660,00:34.0,63454,0
38683,06:27.0,65825,0
38686,07:51.0,74148,0
38691,08:52.0,136853,0
38692,08:53.0,74148,0
38717,16:02.0,166280,0
38730,19:31.0,97872,0
38731,19:32.0,97872,0
38734,20:10.0,46620,0
38735,20:11.0,46620,0
38778,31:39.0,37279,0
38796,35:13.0,82862,0
38806,37:43.0,15542,0
38807,38:12.0,175413,0
38812,39:50.0,131173,0
38814,40:08.0,18582,0
38830,43:58.0,154742,0
38833,44:35.0,102391,0
38837,45:20.0,168673,0
38838,45:34.0,16352,0
38847,48:00.0,14786,0
38855,49:31.0,24379,0
38858,49:49.0,102071,0
38880,54:24.0,169041,0
38900,59:21.0,73272,0
38915,02:37.0,159806,0
38935,06:40.0,93392,0
38937,07:09.0,125174,0
38940,07:57.0,49567,0
38941,08:15.0,49567,0
38942,08:25.0,49567,0
38944,08:34.0,49567,0
38945,08:45.0,49567,0
38948,08:51.0,72995,0
38950,09:03.0,49567,0
38954,09:30.0,125174,0
38964,12:31.0,88468,0
38987,17:52.0,142150,0
39001,20:18.0,124536,0
39036,27:34.0,175943,0
39055,31:49.0,91688,0
39058,32:44.0,152947,0
39060,32:51.0,102510,0
39072,34:45.0,93424,0
39089,38:17.0,174209,0
39100,40:50.0,122066,0
39101,40:53.0,122066,0
39109,43:02.0,122066,0
39112,43:31.0,37621,0
39116,44:19.0,7149,0
39118,44:22.0,166280,0
39119,44:43.0,132044,0
39130,47:22.0,7149,0
39135,47:55.0,139040,0
39140,48:38.0,5458,0
39143,49:06.0,5458,0
39149,50:52.0,137604,0
39156,53:10.0,137604,0
39161,54:03.0,84247,0
39174,57:51.0,5458,0
39190,00:52.0,37621,0
39194,01:25.0,75708,0
39242,10:34.0,85165,0
39259,14:45.0,83083,0
39270,16:14.0,82799,0
39276,17:37.0,77128,0
39280,18:54.0,171922,0
39285,19:50.0,85165,0
39286,19:53.0,141997,0
39294,21:56.0,147286,0
39316,26:29.0,72995,0
39331,29:06.0,14558,0
39355,34:14.0,54211,0
39361,35:17.0,103456,0
39370,36:29.0,107120,0
39393,40:33.0,113059,0
39395,40:50.0,72995,0
39400,42:47.0,90656,0
39401,43:09.0,74756,0
39417,48:12.0,157508,0
39422,49:55.0,29379,0
39432,51:15.0,38207,0
39438,53:09.0,37461,0
39456,55:51.0,72737,0
39457,55:55.0,50826,0
39462,56:09.0,19357,0
39467,57:54.0,19357,0
39496,05:11.0,52147,0
39503,06:52.0,15412,0
39519,09:23.0,171522,0
39526,11:08.0,89584,0
39530,12:44.0,123653,0
39560,18:37.0,23699,0
39561,19:19.0,146746,0
39569,20:49.0,85262,0
39578,22:10.0,97996,0
39583,22:34.0,8204,0
39596,26:25.0,69200,0
39626,31:32.0,64288,0
39631,32:30.0,69200,0
39637,33:11.0,143798,0
39644,34:35.0,53518,0
39670,39:08.0,70662,0
39674,40:03.0,70662,0
39682,41:19.0,70662,0
39693,43:31.0,16968,0
39695,43:49.0,124587,0
39714,48:37.0,19357,0
39720,50:17.0,141549,0
39786,04:38.0,98304,0
39794,05:52.0,88335,0
39797,06:24.0,54903,0
39799,06:36.0,40838,0
39808,09:05.0,2577,0
39809,09:05.0,13607,0
39820,11:35.0,154263,0
39830,12:54.0,154263,0
39837,14:05.0,31990,0
39841,14:54.0,16968,0
39847,15:45.0,154263,0
39848,16:06.0,16968,0
39865,18:54.0,31990,0
39877,20:43.0,101256,0
39885,22:18.0,16025,0
39899,24:24.0,95320,0
39911,27:13.0,66065,0
39936,32:05.0,15602,0
39937,32:09.0,115824,0
39944,33:44.0,126993,0
39948,34:13.0,15602,0
39951,35:58.0,144636,0
39957,36:58.0,16428,0
39962,37:53.0,74756,0
39982,41:20.0,113909,0
40006,45:56.0,133377,0
40009,46:24.0,20584,0
40011,47:08.0,51945,0
40022,48:36.0,166174,0
40030,50:26.0,165992,0
40031,50:30.0,110368,0
40054,56:07.0,38789,0
40056,56:26.0,17023,0
40058,56:48.0,110857,0
40059,56:53.0,105352,0
40070,00:03.0,17023,0
40078,01:50.0,36442,0
40087,04:06.0,49567,0
40089,05:08.0,166928,0
40098,07:39.0,120096,0
40113,12:31.0,85262,0
40135,17:00.0,51945,0
40137,17:19.0,174971,0
40176,28:35.0,2342,0
40178,28:55.0,138436,0
40188,32:17.0,127947,0
40189,32:38.0,80894,0
40190,32:48.0,39105,0
40208,36:15.0,5391,0
40209,36:16.0,5391,0
40218,39:02.0,18136,0
40223,40:41.0,171796,0
40227,41:06.0,80894,0
40230,41:37.0,108483,0
